Filename, Mean, HM, Median, Median_Group, Median_High, Median_Low, Mode, Std.Pop, Std, Variance_P, Variance, Min, Max, Range, Q1, Q2, Q3, IQR, 85thPercentile, Skewness, Kurtosis, Jerk_Min, Jerk_Max, Jerk_Mean, Snap_Min, Snap_Max, Snap_Mean,Rating
0000f77c-62c2a288.json.txt,10.82928568,8.632072846,11.86499977,11.73999977,12.23999977,11.48999977,13.76000023,3.49344723,3.535793591,12.20417355,12.50183632,1.970000029,15.09000015,13.12000012,8.444999695,11.86499977,13.59500027,5.150000572,14.12000036,-0.952782553,0.059805465,-20.85,18.66666667,-0.000910681,-1239.229025,1881.746032,-0.093513164,4
0000f77c-cb820c98.json.txt,5.984146398,0,5.190000057,5.190000057,5.190000057,5.190000057,0,5.599281793,5.668840756,31.3519566,32.13575551,0,14.68999958,14.68999958,0,5.190000057,11.89000034,11.89000034,13.73999977,0.342034804,-1.511512376,-22.9,20.47619048,-0.001360202,-1522.5,1925.056689,-0.223161809,4
0001542f-5ce3cf52.json.txt,9.675365942,0,10.42000008,10.42000008,10.42000008,10.42000008,0,9.157700856,9.271465477,83.86348497,85.96007209,0,21.27000046,21.27000046,0,10.42000008,18.62000084,18.62000084,20.37999916,0.035915172,-1.941765441,-91.65,77.35,-0.000917226,-8450,6225,0.017986785,5
0001542f-7c670be8.json.txt,5.407428551,0,3.859999895,3.859999895,3.859999895,3.859999895,5.539999962,4.921025633,4.992869224,24.21649328,24.92874309,0,15.57999992,15.57999992,1.410000026,3.859999895,8.544999838,7.134999812,11.63500023,0.851036479,-0.581992916,-31.55,37,-0.002604288,-3212.5,3202.5,-0.065462877,4
0001542f-ec815219.json.txt,5.376097532,0,2.869999886,2.869999886,2.869999886,2.869999886,0,5.703357097,5.77420897,32.52828218,33.34148923,0,14.38000011,14.38000011,0,2.869999886,11.17000008,11.17000008,13.35999966,0.489741453,-1.501441236,-31.55,34,0.000980315,-3277.5,2228.947368,0.049572259,5
0004974f-05e1c285.json.txt,18.73333341,18.68507023,18.72500038,18.26000023,18.76000023,18.69000053,19.35000038,0.952089559,0.96363046,0.906474529,0.928583664,16.35000038,21.02000046,4.670000076,18.2850008,18.72500038,19.2699995,0.984998703,19.375,0.184573498,0.71658146,-49.85,42.35,-0.002221786,-3792.5,3780,-0.153791293,5
00067cfb-5adfaaa7.json.txt,4.72357145,0,4.310000181,3.840000153,4.340000153,4.28000021,0,2.742418864,2.775661518,7.520861225,7.704296865,0,9.550000191,9.550000191,3.245000005,4.310000181,6.730000019,3.485000014,8.329999924,0.067293313,-0.829158418,-39.6,28.5,-0.003215398,-2477.5,2177.5,0.043141024,4
00067cfb-caba8a02.json.txt,5.643500014,2.145949498,5.650000095,5.53000021,6.03000021,5.269999981,7.730000019,3.465415243,3.50956244,12.0091028,12.31702852,0.319999993,11.96000004,11.64000005,3.245000005,5.650000095,8.000000238,4.755000234,9.525000095,0.200921722,-0.908924488,-15.75,15.35,-0.00166251,-1555,1302.5,-0.206764834,4
00067cfb-e535423e.json.txt,1.961707338,0,0.819999993,1.069999993,0.819999993,0.819999993,0,2.42244682,2.452540481,5.868248595,6.01495481,0,8.100000381,8.100000381,0,0.819999993,3.160000086,3.160000086,4.519999981,1.186693284,0.363188874,-21.1,21.35,-8.34E-05,-1680,2075,0.006574034,4
00091078-59817bb0.json.txt,0.196829266,0,0,0.183333333,0,0,0,0.443678843,0.449190593,0.196850916,0.201772189,0,1.799999952,1.799999952,0,0,0.180000007,0.180000007,0.300000012,2.618261383,6.146107876,-3.7,3.3,-0.000389085,-350,332.5,-0.012459839,4
00091078-7cff8ea6.json.txt,0.050749999,0,0,0.166666667,0,0,0,0.089509425,0.090649719,0.008011937,0.008217372,0,0.25999999,0.25999999,0,0,0.079999998,0.079999998,0.190000005,1.32839566,-0.042857926,-2.05,2,0.000363863,-162.5,180,0.026022266,4
00091078-84635cf2.json.txt,0.013636364,0,0,0.05,0,0,0,0.04312197,0.044136743,0.001859504,0.001948052,0,0.150000006,0.150000006,0,0,0,0,0,3.058676184,8.085,-49.65,41.15,-0.000857276,-4177.5,4540,-0.024337354,4
00091078-875c1f73.json.txt,1.221219497,0,0,0.431818182,0,0,0,1.564321996,1.583755313,2.447103308,2.508280891,0,4.869999886,4.869999886,0,0,2.539999962,2.539999962,3.109999895,0.907407828,-0.577226523,-9.35,6.35,0.000248123,-542.5,697.5,-0.017160566,4
00091078-c1d32eea.json.txt,5.533249994,0,1.754999995,1.519999981,2.019999981,1.49000001,0,6.606485209,6.690647649,43.64564681,44.76476596,0,18.25,18.25,0,1.754999995,10.17500019,10.17500019,16.33500004,0.856981197,-0.844567616,-25.31578947,21.15,-0.001255324,-1930,2145.789474,-0.063440714,4
00091078-cedbfea7.json.txt,0.493018875,0,0,0.279411765,0,0,0,1.119942051,1.130659444,1.254270197,1.278390777,0,5.590000153,5.590000153,0,0,0.349999994,0.349999994,0.819999993,3.019163618,9.352017952,-21.65,19.4,0.000506712,-1465,1822.5,0.012895746,4
00091078-f32de4d2.json.txt,2.554750004,0,2.055000067,1.670000076,2.170000076,1.940000057,0,2.360013751,2.390078832,5.569664903,5.712476824,0,6.820000172,6.820000172,0.215000004,2.055000067,4.695000172,4.480000168,5.664999962,0.374819044,-1.368435667,-20.55,19.8,-9.55E-05,-2017.5,1362.5,0.003936282,4
000d35d3-41990aa4.json.txt,6.261951205,0,5.300000191,5.300000191,5.300000191,5.300000191,0,4.28651666,4.339767356,18.37422508,18.8335807,0,11.23999977,11.23999977,2.519999981,5.300000191,10.52999973,8.009999752,10.85999966,-0.237790159,-1.572803812,-14.1,15.5,0.001789161,-1025,1235,0.132701119,3
000f157f-30b30f5e.json.txt,2.666341461,0,1.470000029,1.470000029,1.470000029,1.470000029,0,2.877423243,2.913169002,8.279564521,8.486553634,0,8.619999886,8.619999886,0,1.470000029,4.650000095,4.650000095,7.019999981,0.914453771,-0.706656579,-13.5,13.45,-0.001083404,-1287.5,1262.5,-0.008242604,4
000f157f-37797ff9.json.txt,8.108095243,0,12.45000029,12.93000031,13.43000031,11.47000027,0,7.100289465,7.186356722,50.41411048,51.64372293,0,16.13999939,16.13999939,0,12.45000029,14.68499994,14.68499994,15.16499996,-0.171720429,-1.955627225,-38.25,32.55,-0.003845379,-3215,3425,-0.043344532,5
000f157f-dab3a407.json.txt,3.272682913,0,3.529999971,3.529999971,3.529999971,3.529999971,0.150000006,1.877507457,1.900831425,3.525034249,3.613160106,0,6.21999979,6.21999979,2.349999905,3.529999971,4.849999905,2.5,5.150000095,-0.388787615,-0.788410247,-14.6,19.6,0.001375884,-1655,1582.5,0.043401352,4
